epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
17,22845.9,1.17643,1.18586,1.12587,0.84272,0.66186,0.77624,0.45952,1.20169,1.17961,1.17223,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
18,9196.15,1.173,1.13705,1.1248,0.82992,0.67739,0.78645,0.47927,1.12831,1.12903,1.13707,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
19,10842.2,1.16177,1.12656,1.12053,0.83094,0.68554,0.79515,0.4912,1.08788,1.09941,1.11773,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
20,21662.3,1.15809,1.17131,1.11856,0.82989,0.68896,0.79773,0.49673,1.0661,1.09015,1.10768,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
21,10974.4,1.14156,1.10352,1.11195,0.83171,0.69506,0.80196,0.50231,1.04767,1.07103,1.09998,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
22,10846.5,1.13398,1.08946,1.10915,0.83075,0.70143,0.805,0.50554,1.03823,1.05558,1.09679,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
23,10966.5,1.1246,1.07862,1.1047,0.8305,0.70567,0.80726,0.50791,1.03419,1.04452,1.09535,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
24,10806.9,1.11502,1.066,1.10079,0.83211,0.70839,0.80932,0.50945,1.03185,1.03464,1.09527,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
25,21580.8,1.14176,1.15069,1.11299,0.83212,0.70969,0.81012,0.51098,1.02369,1.03643,1.09147,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
26,11435,1.09738,1.04613,1.09274,0.83038,0.71377,0.81162,0.5121,1.02367,1.02706,1.09275,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
27,9898.64,1.09034,1.03141,1.08945,0.8309,0.71572,0.8127,0.51328,1.02308,1.0184,1.0943,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
28,19861.6,1.13108,1.13936,1.10802,0.83046,0.71583,0.81273,0.51426,1.01565,1.02091,1.09043,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
29,10778.5,1.07439,1.01141,1.08279,0.83056,0.71835,0.814,0.51479,1.01867,1.01111,1.09328,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
30,21650.5,1.12104,1.12892,1.10418,0.82933,0.71862,0.81417,0.51609,1.01186,1.01361,1.09003,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
