confidence_threshold,precision,recall
0.000,0.005668,0.933401
0.005,0.429427,0.933146
0.010,0.568475,0.933146
0.015,0.637156,0.932891
0.020,0.685784,0.930595
0.025,0.717212,0.929319
0.030,0.745134,0.928043
0.035,0.768012,0.927533
0.040,0.784712,0.927277
0.045,0.798504,0.926257
0.050,0.809960,0.925491
0.055,0.819394,0.924981
0.060,0.829363,0.923960
0.065,0.835759,0.923195
0.070,0.842657,0.922429
0.075,0.848684,0.921664
0.080,0.854507,0.921664
0.085,0.858639,0.920643
0.090,0.863713,0.920133
0.095,0.866314,0.919367
0.100,0.869177,0.918857
0.105,0.873270,0.917836
0.110,0.876158,0.917071
0.115,0.878669,0.916560
0.120,0.880765,0.916050
0.125,0.883337,0.915795
0.130,0.885954,0.915795
0.135,0.887596,0.914774
0.140,0.889220,0.913498
0.145,0.890547,0.913498
0.150,0.891602,0.912988
0.155,0.893303,0.912223
0.160,0.895990,0.912223
0.165,0.897539,0.911967
0.170,0.898893,0.911967
0.175,0.899748,0.911457
0.180,0.901995,0.911202
0.185,0.904002,0.910692
0.190,0.905330,0.910181
0.195,0.906457,0.909926
0.200,0.907101,0.909416
0.205,0.907332,0.909416
0.210,0.907955,0.908650
0.215,0.908604,0.908140
0.220,0.909765,0.908140
0.225,0.911840,0.907885
0.230,0.912452,0.906864
0.235,0.913390,0.906864
0.240,0.913815,0.906354
0.245,0.913771,0.905843
0.250,0.914713,0.905843
0.255,0.915141,0.905333
0.260,0.915119,0.905078
0.265,0.916042,0.904823
0.270,0.917206,0.904567
0.275,0.918135,0.904312
0.280,0.918590,0.904057
0.285,0.919522,0.903802
0.290,0.919740,0.903547
0.295,0.920114,0.902271
0.300,0.920813,0.902016
0.305,0.922234,0.901761
0.310,0.922695,0.901505
0.315,0.923660,0.901505
0.320,0.924385,0.901505
0.325,0.924849,0.901250
0.330,0.926208,0.899974
0.335,0.926919,0.899719
0.340,0.927651,0.899719
0.345,0.928628,0.899719
0.350,0.929344,0.899464
0.355,0.929551,0.898954
0.360,0.930005,0.898443
0.365,0.930460,0.897933
0.370,0.930879,0.896912
0.375,0.931071,0.896147
0.380,0.931812,0.896147
0.385,0.933014,0.895637
0.390,0.933262,0.895637
0.395,0.933511,0.895637
0.400,0.933955,0.894871
0.405,0.934667,0.894361
0.410,0.934899,0.894106
0.415,0.935131,0.893850
0.420,0.935863,0.893595
0.425,0.936597,0.893340
0.430,0.936546,0.892575
0.435,0.937014,0.892064
0.440,0.937265,0.892064
0.445,0.937752,0.891809
0.450,0.938759,0.891809
0.455,0.938710,0.891044
0.460,0.939467,0.891044
0.465,0.939973,0.891044
0.470,0.940162,0.890023
0.475,0.940653,0.889768
0.480,0.941399,0.889513
0.485,0.942162,0.889513
0.490,0.942386,0.889002
0.495,0.943360,0.888237
0.500,0.943570,0.887471
0.505,0.943811,0.887216
0.510,0.944550,0.886706
0.515,0.945563,0.886451
0.520,0.945791,0.885940
0.525,0.946005,0.885175
0.530,0.945975,0.884664
0.535,0.946477,0.884409
0.540,0.947239,0.884154
0.545,0.947455,0.883389
0.550,0.947455,0.883389
0.555,0.947700,0.883133
0.560,0.948205,0.882878
0.565,0.948640,0.881347
0.570,0.948556,0.879816
0.575,0.949036,0.879051
0.580,0.950041,0.878285
0.585,0.950484,0.876754
0.590,0.951274,0.876754
0.595,0.951233,0.875989
0.600,0.951971,0.874968
0.605,0.952222,0.874713
0.610,0.952659,0.872927
0.615,0.953151,0.872161
0.620,0.953378,0.871396
0.625,0.953631,0.871141
0.630,0.954393,0.870375
0.635,0.955400,0.869099
0.640,0.955924,0.868844
0.645,0.956717,0.868589
0.650,0.957195,0.867313
0.655,0.957969,0.866548
0.660,0.958734,0.865527
0.665,0.960057,0.864761
0.670,0.960500,0.862465
