confidence_threshold,precision,recall
0.675,0.960729,0.861444
0.680,0.961506,0.860424
0.685,0.961440,0.858893
0.690,0.961681,0.858127
0.695,0.963027,0.857362
0.700,0.963261,0.856341
0.705,0.963751,0.854810
0.710,0.963977,0.853534
0.715,0.964512,0.853024
0.720,0.965487,0.849451
0.725,0.966018,0.848686
0.730,0.966550,0.847920
0.735,0.966793,0.846900
0.740,0.967017,0.845369
0.745,0.967836,0.844603
0.750,0.968073,0.843327
0.755,0.968338,0.842817
0.760,0.968594,0.842052
0.765,0.968851,0.841286
0.770,0.969590,0.837969
0.775,0.969760,0.834652
0.780,0.970509,0.831335
0.785,0.971001,0.828783
0.790,0.972648,0.825721
0.795,0.972842,0.822659
0.800,0.972711,0.818576
0.805,0.972619,0.815769
0.810,0.973362,0.811176
0.815,0.974146,0.807604
0.820,0.975248,0.804287
0.825,0.975983,0.798418
0.830,0.976138,0.793315
0.835,0.976671,0.790508
0.840,0.977707,0.783363
0.845,0.977878,0.778260
0.850,0.978944,0.771115
0.855,0.979412,0.764736
0.860,0.979249,0.758612
0.865,0.980314,0.749681
0.870,0.980776,0.742026
0.875,0.980881,0.733095
0.880,0.982310,0.722633
0.885,0.982710,0.710640
0.890,0.983087,0.697117
0.895,0.986004,0.683082
0.900,0.986374,0.664966
0.905,0.986651,0.641235
0.910,0.987740,0.616739
0.915,0.988574,0.596070
0.920,0.988972,0.572085
0.925,0.988415,0.544271
0.930,0.988703,0.513651
0.935,0.989136,0.487880
0.940,0.989543,0.458791
0.945,0.989959,0.427660
0.950,0.989704,0.392447
0.955,0.989496,0.360551
0.960,0.988300,0.323297
0.965,0.988656,0.289104
0.970,0.989184,0.256698
0.975,0.991081,0.226844
0.980,0.992337,0.198265
0.985,0.992754,0.174789
0.990,0.991319,0.145700
0.995,0.989407,0.119163
1.000,0.986945,0.096453
