confidence_threshold,precision,recall
0.510,0.949060,0.889002
0.515,0.949536,0.888237
0.520,0.950300,0.887982
0.525,0.950533,0.887471
0.530,0.951273,0.886706
0.535,0.951494,0.885940
0.540,0.952211,0.884664
0.545,0.953245,0.884409
0.550,0.953706,0.883133
0.555,0.953918,0.882113
0.560,0.954395,0.881092
0.565,0.955162,0.880582
0.570,0.956111,0.878285
0.575,0.956280,0.876244
0.580,0.958345,0.874713
0.585,0.959127,0.874203
0.590,0.959619,0.873182
0.595,0.960382,0.872161
0.600,0.960889,0.871396
0.605,0.961105,0.870120
0.610,0.962147,0.869099
0.615,0.963183,0.867823
0.620,0.963394,0.866292
0.625,0.964133,0.864251
0.630,0.964387,0.863741
0.635,0.965942,0.861189
0.640,0.966456,0.860168
0.645,0.966389,0.858382
0.650,0.966628,0.857362
0.655,0.967695,0.856086
0.660,0.967919,0.854555
0.665,0.969846,0.853534
0.670,0.970392,0.853024
0.675,0.970811,0.848686
0.680,0.971320,0.846900
0.685,0.972100,0.844603
0.690,0.972631,0.843327
0.695,0.973436,0.841541
0.700,0.973692,0.840521
0.705,0.973887,0.837459
0.710,0.974680,0.834907
0.715,0.975799,0.833376
0.720,0.976026,0.831079
0.725,0.976541,0.828528
0.730,0.976744,0.825211
0.735,0.977307,0.824190
0.740,0.977825,0.821383
0.745,0.977696,0.816535
0.750,0.978554,0.815004
0.755,0.979404,0.812962
0.760,0.980222,0.809390
0.765,0.980757,0.806328
0.770,0.980967,0.802245
0.775,0.981824,0.799439
0.780,0.982401,0.797652
0.785,0.982340,0.794846
0.790,0.983196,0.791273
0.795,0.983434,0.787701
0.800,0.983985,0.783873
0.805,0.984224,0.780046
0.810,0.984476,0.776729
0.815,0.984686,0.771115
0.820,0.984868,0.763970
0.825,0.984768,0.758867
0.830,0.985638,0.752998
0.835,0.985551,0.748405
0.840,0.985414,0.741261
0.845,0.985915,0.732330
0.850,0.987175,0.726716
0.855,0.988413,0.718295
0.860,0.988298,0.711151
0.865,0.988142,0.701710
0.870,0.988678,0.690737
0.875,0.988497,0.679765
0.880,0.988333,0.670069
0.885,0.988132,0.658586
0.890,0.988231,0.642766
0.895,0.987942,0.627201
0.900,0.988861,0.611636
0.905,0.988969,0.594795
0.910,0.989045,0.575912
0.915,0.990059,0.559071
0.920,0.990066,0.534065
0.925,0.990114,0.511100
0.930,0.990702,0.489411
0.935,0.990260,0.466956
0.940,0.989744,0.443225
0.945,0.990220,0.413371
0.950,0.989319,0.378158
0.955,0.991247,0.346772
0.960,0.991235,0.317428
0.965,0.990214,0.284001
0.970,0.991142,0.256953
0.975,0.992282,0.229650
0.980,0.991184,0.200817
0.985,0.989826,0.173769
0.990,0.988636,0.155397
0.995,0.988636,0.133197
1.000,0.988739,0.112018
