confidence_threshold,precision,recall
0.000,0.006229,0.934167
0.005,0.450018,0.933912
0.010,0.581347,0.933657
0.015,0.644178,0.933146
0.020,0.684831,0.933146
0.025,0.717934,0.932636
0.030,0.739729,0.932636
0.035,0.757727,0.932126
0.040,0.773845,0.931615
0.045,0.787643,0.930339
0.050,0.798422,0.929829
0.055,0.806466,0.929319
0.060,0.814865,0.928808
0.065,0.824049,0.928553
0.070,0.830404,0.928298
0.075,0.835824,0.927533
0.080,0.840778,0.927022
0.085,0.845438,0.926767
0.090,0.849684,0.926002
0.095,0.853848,0.925746
0.100,0.857481,0.925746
0.105,0.861078,0.925236
0.110,0.865297,0.924471
0.115,0.867305,0.923960
0.120,0.869774,0.923705
0.125,0.872920,0.923705
0.130,0.874758,0.923195
0.135,0.876789,0.922429
0.140,0.878862,0.921919
0.145,0.880976,0.921664
0.150,0.883288,0.921153
0.155,0.886051,0.920643
0.160,0.888889,0.920643
0.165,0.890178,0.920388
0.170,0.891471,0.920133
0.175,0.892300,0.919622
0.180,0.894436,0.918857
0.185,0.895274,0.918347
0.190,0.896363,0.918091
0.195,0.897378,0.917071
0.200,0.898475,0.916816
0.205,0.899474,0.915540
0.210,0.900829,0.915540
0.215,0.903096,0.915540
0.220,0.903982,0.915285
0.225,0.904414,0.915029
0.230,0.904798,0.914264
0.235,0.905436,0.913754
0.240,0.906511,0.912988
0.245,0.906971,0.912988
0.250,0.907130,0.912223
0.255,0.907982,0.911457
0.260,0.909045,0.910436
0.265,0.909253,0.910181
0.270,0.910600,0.909671
0.275,0.911975,0.909416
0.280,0.912888,0.909161
0.285,0.913333,0.908905
0.290,0.913992,0.908395
0.295,0.914932,0.908395
0.300,0.916795,0.908140
0.305,0.918151,0.907374
0.310,0.918800,0.906609
0.315,0.919907,0.905588
0.320,0.920861,0.905588
0.325,0.921778,0.905078
0.330,0.923418,0.904567
0.335,0.924602,0.904312
0.340,0.924804,0.903802
0.345,0.925510,0.903547
0.350,0.925994,0.903547
0.355,0.926401,0.902526
0.360,0.927354,0.902271
0.365,0.927559,0.901761
0.370,0.928252,0.901250
0.375,0.928722,0.900995
0.380,0.929437,0.900740
0.385,0.930171,0.900740
0.390,0.930643,0.900485
0.395,0.932558,0.899719
0.400,0.932769,0.899209
0.405,0.933263,0.899209
0.410,0.933987,0.898954
0.415,0.934944,0.898443
0.420,0.935106,0.897168
0.425,0.935785,0.896147
0.430,0.935983,0.895381
0.435,0.936716,0.895126
0.440,0.937166,0.894361
0.445,0.937885,0.893850
0.450,0.938371,0.893595
0.455,0.938841,0.893085
0.460,0.938962,0.891044
0.465,0.939671,0.890278
0.470,0.940178,0.890278
0.475,0.941161,0.889768
0.480,0.942417,0.889513
0.485,0.943887,0.888492
0.490,0.944369,0.887982
0.495,0.945637,0.887726
0.500,0.946895,0.887216
0.505,0.947096,0.886195
0.510,0.947282,0.884920
0.515,0.948262,0.883899
0.520,0.948753,0.883389
0.525,0.950275,0.882623
0.530,0.950220,0.881602
0.535,0.951267,0.881602
0.540,0.951488,0.880837
0.545,0.951448,0.880071
0.550,0.952684,0.878540
0.555,0.952935,0.878285
0.560,0.953953,0.877520
0.565,0.954179,0.876754
0.570,0.954647,0.875478
0.575,0.955128,0.874458
0.580,0.955370,0.873947
0.585,0.955854,0.872927
0.590,0.957167,0.872416
0.595,0.957936,0.871651
0.600,0.958989,0.871141
0.605,0.958931,0.869865
0.610,0.959178,0.869354
0.615,0.959639,0.867568
0.620,0.960362,0.865527
0.625,0.961615,0.862975
0.630,0.962382,0.861699
0.635,0.962857,0.859913
0.640,0.963652,0.859148
0.645,0.963897,0.858382
0.650,0.965230,0.857106
0.655,0.966043,0.856596
0.660,0.966024,0.856086
0.665,0.967379,0.855065
0.670,0.967863,0.853024
0.675,0.967835,0.852258
0.680,0.968623,0.850727
0.685,0.968541,0.848431
0.690,0.968805,0.847920
0.695,0.969051,0.846900
0.700,0.969857,0.845624
0.705,0.970657,0.844093
0.710,0.971185,0.842817
0.715,0.971706,0.841286
0.720,0.972797,0.839500
0.725,0.972749,0.837969
0.730,0.974061,0.833631
0.735,0.974244,0.830059
0.740,0.974760,0.827762
0.745,0.974638,0.823680
0.750,0.975417,0.820107
0.755,0.976234,0.817555
0.760,0.976737,0.814238
0.765,0.977867,0.811687
0.770,0.978684,0.808369
0.775,0.978578,0.804287
0.780,0.978783,0.800459
0.785,0.978717,0.797908
0.790,0.979528,0.793570
0.795,0.980063,0.790253
0.800,0.981511,0.785660
0.805,0.982022,0.780556
0.810,0.982541,0.775453
0.815,0.982787,0.772136
0.820,0.983924,0.765246
0.825,0.984453,0.759377
0.830,0.984985,0.753253
0.835,0.985150,0.744833
0.840,0.985978,0.735647
0.845,0.985877,0.730288
0.850,0.986106,0.724419
0.855,0.985920,0.714723
0.860,0.985730,0.705027
0.865,0.986628,0.696606
0.870,0.986828,0.688186
