confidence_threshold,precision,recall
0.000,0.005222,0.933146
0.005,0.409544,0.932891
0.010,0.547880,0.932891
0.015,0.617463,0.932891
0.020,0.670217,0.931360
0.025,0.705347,0.929064
0.030,0.735490,0.928043
0.035,0.762164,0.927277
0.040,0.781196,0.926512
0.045,0.797057,0.926002
0.050,0.808473,0.925236
0.055,0.819869,0.924471
0.060,0.828944,0.923705
0.065,0.837850,0.922940
0.070,0.846568,0.922174
0.075,0.852289,0.921664
0.080,0.856634,0.920898
0.085,0.861616,0.919878
0.090,0.865754,0.919878
0.095,0.870438,0.918857
0.100,0.874362,0.918091
0.105,0.877257,0.917326
0.110,0.880206,0.916816
0.115,0.882093,0.916305
0.120,0.883366,0.916050
0.125,0.885298,0.915795
0.130,0.887185,0.915029
0.135,0.889137,0.914774
0.140,0.890877,0.914519
0.145,0.892822,0.914009
0.150,0.895052,0.914009
0.155,0.896569,0.913498
0.160,0.897893,0.913243
0.165,0.899422,0.912733
0.170,0.900429,0.911457
0.175,0.901312,0.911202
0.180,0.903291,0.910436
0.185,0.903953,0.910181
0.190,0.905028,0.909416
0.195,0.905924,0.909161
0.200,0.906616,0.909161
0.205,0.907422,0.907885
0.210,0.907885,0.907885
0.215,0.909486,0.907629
0.220,0.910650,0.907629
0.225,0.911282,0.906864
0.230,0.911682,0.906098
0.235,0.912831,0.905843
0.240,0.913278,0.905588
0.245,0.914455,0.905588
0.250,0.915613,0.905333
0.255,0.915591,0.905078
0.260,0.916537,0.905078
0.265,0.917249,0.905078
0.270,0.917939,0.904823
0.275,0.918632,0.904567
0.280,0.918849,0.904312
0.285,0.920021,0.904057
0.290,0.920738,0.904057
0.295,0.921635,0.903292
0.300,0.922535,0.902526
0.305,0.923479,0.902271
0.310,0.924405,0.901761
0.315,0.924405,0.901761
0.320,0.924810,0.900740
0.325,0.925537,0.900740
0.330,0.926247,0.900485
0.335,0.926471,0.900230
0.340,0.927163,0.899719
0.345,0.928101,0.899209
0.350,0.928590,0.899209
0.355,0.929042,0.898699
0.360,0.929987,0.898188
0.365,0.930233,0.898188
0.370,0.930442,0.897678
0.375,0.931162,0.897423
0.380,0.931565,0.896147
0.385,0.931776,0.895637
0.390,0.932253,0.895381
0.395,0.932731,0.895126
0.400,0.932695,0.894616
0.405,0.933191,0.894616
0.410,0.934417,0.894361
0.415,0.935329,0.893085
0.420,0.935579,0.893085
0.425,0.936330,0.893085
0.430,0.936814,0.892830
0.435,0.937316,0.892830
0.440,0.937818,0.892830
0.445,0.938556,0.892575
0.450,0.938540,0.892319
0.455,0.939532,0.892064
0.460,0.940495,0.891299
0.465,0.940479,0.891044
0.470,0.940954,0.890533
0.475,0.941161,0.889768
0.480,0.941383,0.889257
0.485,0.941383,0.889257
0.490,0.941892,0.889257
0.495,0.941876,0.889002
0.500,0.942849,0.888237
0.505,0.943330,0.887726
0.510,0.944052,0.886961
0.515,0.944233,0.885685
0.520,0.944732,0.885430
0.525,0.945202,0.884664
0.530,0.945931,0.883899
0.535,0.946175,0.883644
0.540,0.946692,0.883644
0.545,0.947181,0.883133
0.550,0.947167,0.882878
0.555,0.947874,0.881602
0.560,0.948640,0.881347
0.565,0.948640,0.881347
0.570,0.948640,0.881347
0.575,0.949367,0.880327
0.580,0.949807,0.878796
0.585,0.950276,0.877775
0.590,0.950539,0.877775
0.595,0.951010,0.876754
0.600,0.951497,0.875989
0.605,0.952011,0.875734
0.610,0.952235,0.874968
0.615,0.952474,0.874458
0.620,0.952699,0.873692
0.625,0.952912,0.872672
0.630,0.952833,0.871141
0.635,0.953339,0.870630
0.640,0.953579,0.870120
0.645,0.953769,0.868589
0.650,0.954239,0.867313
0.655,0.954456,0.866292
0.660,0.954686,0.865527
0.665,0.955468,0.865017
0.670,0.956509,0.864251
0.675,0.957519,0.862720
0.680,0.957742,0.861699
0.685,0.958783,0.860679
0.690,0.958736,0.859658
0.695,0.959533,0.859148
0.700,0.960286,0.857617
0.705,0.960734,0.855320
0.710,0.960689,0.854300
0.715,0.961749,0.853279
0.720,0.962525,0.852003
0.725,0.963016,0.850472
0.730,0.963531,0.849451
0.735,0.964897,0.848686
0.740,0.965698,0.847665
0.745,0.966774,0.846389
0.750,0.966706,0.844603
0.755,0.966676,0.843838
0.760,0.966657,0.843327
0.765,0.966618,0.842307
0.770,0.967638,0.839245
0.775,0.968418,0.837203
0.780,0.968602,0.834397
0.785,0.969400,0.832610
0.790,0.969589,0.829804
0.795,0.970923,0.826486
0.800,0.971377,0.822659
0.805,0.971861,0.819597
0.810,0.972070,0.817045
0.815,0.972783,0.811687
0.820,0.973514,0.806583
0.825,0.974367,0.805052
0.830,0.975731,0.800204
0.835,0.976220,0.796121
0.840,0.976678,0.790763
0.845,0.977070,0.782853
0.850,0.977470,0.774943
0.855,0.978183,0.766522
0.860,0.978668,0.760908
0.865,0.979748,0.752998
0.870,0.980195,0.745088
0.875,0.980332,0.737688
0.880,0.981469,0.729778
0.885,0.981818,0.716509
0.890,0.983963,0.704516
0.895,0.985107,0.692013
0.900,0.985125,0.675938
0.905,0.986122,0.652718
0.910,0.987261,0.632814
0.915,0.987552,0.607298
0.920,0.987500,0.584588
0.925,0.988304,0.560602
0.930,0.988577,0.529982
0.935,0.988407,0.500383
0.940,0.988877,0.476397
0.945,0.989229,0.445267
0.950,0.989577,0.411840
0.955,0.989340,0.378923
0.960,0.989193,0.350344
0.965,0.989431,0.310538
0.970,0.989011,0.275581
0.975,0.988683,0.245216
0.980,0.991822,0.216637
0.985,0.993188,0.186017
0.990,0.992248,0.163307
0.995,0.990654,0.135239
1.000,0.988662,0.111253
