confidence_threshold,precision,recall
0.810,0.975240,0.804032
0.815,0.976257,0.797397
0.820,0.976452,0.793570
0.825,0.977827,0.787701
0.830,0.978920,0.782087
0.835,0.979127,0.778005
0.840,0.979585,0.771370
0.845,0.979392,0.763970
0.850,0.980431,0.754274
0.855,0.981227,0.746874
0.860,0.981701,0.739219
0.865,0.982137,0.729523
0.870,0.983629,0.720592
0.875,0.984463,0.711406
0.880,0.985632,0.700179
0.885,0.985720,0.686910
0.890,0.986872,0.671345
0.895,0.987283,0.653738
0.900,0.987342,0.636897
0.905,0.987248,0.612401
0.910,0.988466,0.590457
0.915,0.988460,0.568257
0.920,0.988785,0.539934
0.925,0.989216,0.514927
0.930,0.989164,0.489155
0.935,0.989474,0.455729
0.940,0.989881,0.424343
0.945,0.990403,0.394999
0.950,0.989612,0.364634
0.955,0.989272,0.329421
0.960,0.989726,0.294973
0.965,0.989494,0.264353
0.970,0.991342,0.233733
0.975,0.991463,0.207451
0.980,0.991597,0.180658
0.985,0.990354,0.157183
0.990,0.990602,0.134473
0.995,0.988399,0.108701
1.000,0.985030,0.083950
