epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
23,72918.4,1.02215,1.51854,1.3132,0.81995,0.65911,0.77529,0.47,0.94887,1.43227,1.40701,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
24,83334.4,1.01933,1.51916,1.31526,0.81937,0.65684,0.77449,0.46926,0.95088,1.43168,1.40871,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
25,10350.6,1.01409,1.50742,1.31206,0.82003,0.6595,0.77587,0.47044,0.9512,1.42508,1.41285,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
26,20712.2,1.01783,1.50767,1.31945,0.82238,0.66104,0.77672,0.4709,0.95478,1.4222,1.41754,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
27,31080.2,1.0147,1.51007,1.31665,0.82149,0.65817,0.77641,0.47064,0.9538,1.42378,1.41721,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
28,41438.1,1.01162,1.50553,1.31499,0.82289,0.65881,0.77713,0.47156,0.95192,1.42245,1.41694,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
29,51813.9,1.01107,1.50183,1.31564,0.8234,0.65954,0.77818,0.47186,0.95606,1.41693,1.41909,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
30,62188.6,1.01093,1.49869,1.31119,0.82359,0.66098,0.77932,0.47322,0.95731,1.41179,1.42021,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
31,72562.6,1.00702,1.49951,1.30812,0.82229,0.66596,0.78055,0.47374,0.9556,1.41021,1.41773,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
32,82939.1,1.00408,1.50218,1.30109,0.82133,0.66204,0.77904,0.47275,0.95694,1.40889,1.4148,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
33,10369.2,1.00043,1.48472,1.30368,0.82179,0.66255,0.78003,0.47394,0.95781,1.40172,1.41766,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
34,20731.5,0.99554,1.48795,1.29456,0.82541,0.66303,0.7811,0.4742,0.95417,1.40234,1.40873,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
35,31094.2,0.99707,1.48577,1.30278,0.81764,0.66329,0.77958,0.47363,0.9516,1.40348,1.41401,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
36,41455.6,0.99709,1.48258,1.30104,0.81921,0.66183,0.77971,0.47356,0.957,1.39773,1.42171,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
37,51821.3,0.99386,1.48073,1.3016,0.82011,0.66062,0.77961,0.47402,0.95388,1.4003,1.42196,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
38,62181.8,0.99087,1.4817,1.29608,0.8204,0.66314,0.78104,0.47546,0.95203,1.39926,1.41652,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
39,72551.8,0.98854,1.47751,1.29382,0.81895,0.66656,0.78281,0.47648,0.95103,1.39253,1.41741,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
40,82919.2,0.98947,1.47213,1.29175,0.81335,0.66608,0.78192,0.47653,0.95397,1.38633,1.41576,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
41,26918.9,0.98238,1.45834,1.28532,0.81398,0.66637,0.78282,0.47728,0.95474,1.37862,1.41327,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
42,54472.6,0.98191,1.45928,1.28576,0.8148,0.66517,0.78289,0.47701,0.95458,1.37979,1.41275,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
43,82288,0.98206,1.45681,1.2824,0.81279,0.66468,0.78261,0.47661,0.95804,1.37758,1.41159,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
44,10455.3,0.96859,1.42825,1.27515,0.80683,0.66426,0.78198,0.47734,0.95623,1.37172,1.41455,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
45,20918.7,0.97111,1.43722,1.27602,0.80789,0.66425,0.78283,0.47811,0.95659,1.3672,1.41339,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
46,31336.2,0.97105,1.44573,1.28121,0.80842,0.66266,0.78107,0.47664,0.95489,1.36969,1.41713,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
47,41745.3,0.9714,1.44428,1.27828,0.81145,0.66294,0.78227,0.47768,0.9541,1.3677,1.41651,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
48,52143.2,0.96839,1.435,1.27152,0.81102,0.66431,0.78318,0.4789,0.95361,1.36577,1.40902,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
49,62558.3,0.96631,1.43515,1.26767,0.81064,0.66435,0.78351,0.48041,0.95152,1.36442,1.40303,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
50,72971.1,0.96413,1.42499,1.26786,0.81066,0.66571,0.78431,0.4805,0.94973,1.35865,1.40598,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
51,83453.5,0.94167,1.37427,1.31868,0.8144,0.66736,0.78607,0.48205,0.95103,1.35765,1.39843,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
52,10496,0.94742,1.39853,1.25751,0.80544,0.6682,0.78575,0.48166,0.94946,1.34961,1.40551,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
53,20993.5,0.94428,1.39287,1.25611,0.80202,0.66904,0.78595,0.48226,0.95004,1.3431,1.4098,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
54,31473.3,0.94305,1.38303,1.25296,0.79978,0.66929,0.78645,0.48308,0.94936,1.33919,1.40737,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
55,41968.5,0.93779,1.37804,1.24407,0.80031,0.6683,0.78668,0.48346,0.949,1.33731,1.40034,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
56,52431.9,0.93205,1.36476,1.23728,0.79725,0.67299,0.78815,0.48447,0.95101,1.33011,1.39757,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
57,62888.9,0.92673,1.35646,1.2299,0.79555,0.67249,0.78974,0.48522,0.94994,1.32489,1.39168,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
58,73351.9,0.92273,1.34317,1.22348,0.79458,0.67294,0.79024,0.48558,0.95,1.31627,1.3903,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
59,83822,0.91551,1.34165,1.21584,0.79018,0.67408,0.79061,0.48627,0.94878,1.31081,1.38364,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
60,10509.5,0.89914,1.29258,1.20609,0.78107,0.67518,0.78936,0.48538,0.9501,1.30328,1.38745,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
