epoch,loss,train_exact_match_acc,epoch_s,saved
0,0.236085,0.485002,156.916096,best
1,0.177821,0.577065,110.39421,best
2,0.155094,0.610637,109.928289,best
3,0.13666,0.639709,110.414398,best
4,0.118155,0.672243,112.543653,best
5,0.098941,0.717813,111.749769,best
6,0.080577,0.77838,111.114527,best
7,0.063877,0.834102,113.895423,best
8,0.049838,0.883249,110.660761,best
9,0.038768,0.913129,112.031041,best
10,0.030013,0.941163,114.088653,best
11,0.023862,0.95743,109.922774,best
12,0.01877,0.969889,114.309178,best
13,0.01495,0.979119,112.914564,best
14,0.011984,0.984195,112.460438,best
15,0.010158,0.988463,110.57793,best
16,0.008075,0.990886,112.040809,best
17,0.006628,0.993424,110.636177,best
18,0.005797,0.994116,113.353853,best
19,0.004907,0.995501,113.146968,best
20,0.003922,0.997462,111.924548,best
21,0.003189,0.997347,109.298378,
22,0.003343,0.997693,111.223732,best
23,0.002357,0.998731,112.12219,best
24,0.003263,0.996424,118.642657,
25,0.00201,0.998154,109.271261,
26,0.002071,0.997923,108.615542,
27,0.001899,0.998385,109.181882,
28,0.002038,0.997577,110.794012,
29,0.001716,0.998269,120.530674,
30,0.001653,0.997923,122.476924,
31,0.0014,0.998616,116.901735,
32,0.001265,0.998616,117.756475,
33,0.001488,0.998039,108.582303,
34,0.001407,0.998846,111.757982,best
35,0.001359,0.998962,112.842629,best
36,0.001372,0.998731,113.519721,
37,0.001221,0.998846,111.163994,
38,0.001869,0.996539,109.42045,
39,0.001401,0.997923,108.659124,
40,0.000763,0.999423,112.231985,best
41,0.000442,0.999885,111.234014,best
42,0.001633,0.997693,108.950929,
43,0.001442,0.997231,113.711906,
44,0.001388,0.997462,110.887348,
45,0.000549,0.999654,109.576114,
46,0.001378,0.99677,108.91018,
47,0.000937,0.998731,108.472432,
48,0.001062,0.998039,109.438589,
49,0.001124,0.998385,118.951198,
50,0.000884,0.9985,115.939515,
51,0.001164,0.997577,110.179486,
52,0.000453,0.999539,116.073874,
53,0.00038,0.999769,117.085263,
54,0.001136,0.997231,117.276085,
55,0.001009,0.998385,118.522781,
56,0.00042,0.999654,118.365218,
57,0.00141,0.997231,121.867359,
58,0.001172,0.997347,121.579013,
59,0.000553,0.999308,121.751919,
60,0.000271,0.999769,121.127693,
61,0.001176,0.997231,121.388081,
62,0.00096,0.998154,120.673784,
63,0.000443,0.999308,120.892206,
64,0.001052,0.997347,120.579468,
65,0.001242,0.997347,115.09492,
66,0.000777,0.998269,119.212647,
67,0.000317,0.999654,120.783166,
68,0.000169,0.999769,120.651511,
69,0.000158,0.999769,120.253714,
70,0.001163,0.997577,120.532094,
71,0.00121,0.997231,108.302143,
72,0.001106,0.997462,108.346659,
73,0.000677,0.998846,108.68435,
74,0.000387,0.999423,110.437083,
75,0.00124,0.995962,108.732975,
76,0.000635,0.998616,110.689665,
77,0.000358,0.999308,110.806623,
78,0.000283,0.999423,112.231768,
79,0.001142,0.99677,108.413508,
80,0.001236,0.995962,108.617628,
81,0.000696,0.998962,108.46253,
82,0.000178,0.999769,109.596147,
83,0.000141,0.999769,109.526676,
84,0.000128,0.999769,108.303992,
85,0.001596,0.995731,108.519981,
86,0.000681,0.9985,108.316118,
87,0.000245,0.999654,108.360193,
88,0.000923,0.997347,108.495504,
89,0.001176,0.996885,108.720139,
90,0.00144,0.995731,108.870506,
91,0.000851,0.998039,108.409512,
92,0.000255,0.999539,108.370195,
93,0.000226,0.999654,111.606235,
94,0.0009,0.997462,109.536831,
95,0.000493,0.999192,109.371912,
96,0.000447,0.998846,108.807905,
97,0.000234,0.999654,108.581271,
98,0.001117,0.997231,109.653353,
99,0.000975,0.997808,108.616089,
