epoch,loss,train_exact_match_acc,epoch_s,saved
0,0.267062,0.470235,118.665546,best
1,0.189122,0.582257,112.347081,best
2,0.167138,0.605791,110.073764,best
3,0.151529,0.627019,109.969425,best
4,0.137053,0.644209,112.275234,best
5,0.121563,0.671551,111.195938,best
6,0.10492,0.713429,110.057431,best
7,0.089348,0.758999,110.105935,best
8,0.074316,0.810568,109.961104,best
9,0.061105,0.849908,110.055303,best
10,0.049248,0.883133,111.633586,best
11,0.039668,0.912783,110.514816,best
12,0.031778,0.93724,113.018416,best
13,0.025378,0.955007,110.306249,best
14,0.020868,0.963083,110.160962,best
15,0.017471,0.970005,109.999162,best
16,0.014367,0.978311,109.640252,best
17,0.011806,0.983618,110.181618,best
18,0.009976,0.98754,110.319265,best
19,0.008312,0.990078,110.059476,best
20,0.007307,0.991694,109.895911,best
21,0.006733,0.991117,109.913539,
22,0.005397,0.994693,109.993904,best
23,0.004637,0.995501,109.653738,best
24,0.005444,0.991463,110.62654,
25,0.004023,0.996078,109.950144,best
26,0.003937,0.99527,110.210857,
27,0.002232,0.999192,110.530699,best
28,0.004114,0.992386,110.000028,
29,0.003163,0.995847,114.435815,
30,0.003394,0.995501,111.645611,
31,0.001687,0.998846,109.966859,
32,0.003105,0.994232,112.536089,
33,0.002812,0.994924,110.405311,
34,0.002571,0.995501,110.431258,
35,0.002195,0.996885,110.569382,
36,0.001012,0.999654,110.475492,best
37,0.002561,0.995039,110.056437,
38,0.001206,0.998962,110.368922,
39,0.002324,0.996308,114.937221,
40,0.002328,0.996308,113.129712,
41,0.001648,0.997693,111.594836,
42,0.00253,0.994578,112.156551,
43,0.001752,0.997231,111.032185,
44,0.002291,0.995731,110.861914,
45,0.001892,0.997,110.09483,
46,0.002213,0.995616,110.831069,
47,0.001335,0.997462,113.050742,
48,0.001567,0.997231,112.428622,
49,0.001658,0.997,113.708431,
50,0.001636,0.997,111.533532,
51,0.001838,0.996308,112.746445,
52,0.000965,0.998846,111.0011,
53,0.001697,0.996308,112.138752,
54,0.001656,0.99677,112.03696,
55,0.00073,0.999308,114.149783,
56,0.001277,0.997347,113.454108,
57,0.00171,0.996654,115.501783,
58,0.001328,0.997231,113.106434,
59,0.001825,0.995962,114.804349,
60,0.001023,0.998731,114.261759,
61,0.000434,0.999654,119.255099,best
62,0.002458,0.992847,117.456893,
63,0.001687,0.996078,119.162733,
64,0.001281,0.997231,112.676787,
65,0.000464,0.999539,117.111968,
66,0.000342,0.999539,115.607446,
67,0.001452,0.996539,121.673946,
68,0.001803,0.996539,115.293038,
69,0.000683,0.9985,121.078399,
70,0.001036,0.998269,119.591121,
71,0.001219,0.997,122.110777,
72,0.001355,0.997116,123.85974,
73,0.001221,0.997116,115.141304,
74,0.000887,0.998154,113.59373,
75,0.001539,0.996193,112.041465,
76,0.001421,0.997116,113.460515,
77,0.000464,0.999192,112.969496,
78,0.001415,0.996424,111.697445,
79,0.000608,0.999308,112.389785,
80,0.001875,0.995501,112.328448,
81,0.001664,0.996078,112.060593,
82,0.000471,0.999423,110.885175,
83,0.00027,0.999769,112.526354,best
84,0.000265,0.999539,111.357728,
85,0.001753,0.996308,111.399386,
86,0.001139,0.997347,113.055952,
87,0.000714,0.998269,111.283695,
88,0.001349,0.996424,113.794987,
89,0.000732,0.998731,112.302139,
90,0.00059,0.999192,112.901184,
91,0.001877,0.994808,111.126424,
92,0.0011,0.997462,114.173268,
93,0.000475,0.999192,113.871678,
94,0.001165,0.997462,112.153873,
95,0.001021,0.997347,111.473861,
96,0.001312,0.99677,112.832793,
97,0.001127,0.997462,112.599057,
98,0.00089,0.997577,116.435146,
99,0.000774,0.998731,115.811665,
