epoch,loss,train_exact_match_acc,epoch_s,saved
0,0.236543,0.484541,115.508392,best
1,0.186652,0.563336,111.209454,best
2,0.168911,0.587794,111.428101,best
3,0.154324,0.611098,111.3841,best
4,0.141149,0.63198,112.249626,best
5,0.127724,0.65413,111.337669,best
6,0.113285,0.682741,112.222719,best
7,0.098591,0.725311,112.280926,best
8,0.084704,0.763844,110.820822,best
9,0.071654,0.799723,112.217778,best
10,0.059922,0.840332,111.665432,best
11,0.050218,0.869866,111.954496,best
12,0.041726,0.896862,111.639273,best
13,0.035089,0.91832,111.901738,best
14,0.028627,0.939778,111.622212,best
15,0.023634,0.953853,111.155786,best
16,0.019726,0.965159,112.032353,best
17,0.016533,0.97162,111.76232,best
18,0.013138,0.981541,111.852365,best
19,0.011198,0.985233,111.499552,best
20,0.009329,0.988694,111.536768,best
21,0.008366,0.99204,112.018927,best
22,0.007568,0.989848,112.029992,
23,0.00612,0.994924,111.88392,best
24,0.005074,0.995962,112.06419,best
25,0.00444,0.996424,112.199773,best
26,0.003461,0.998039,112.39344,best
27,0.004639,0.994232,111.456316,
28,0.004008,0.994693,111.377152,
29,0.003681,0.994462,111.536113,
30,0.002817,0.998039,113.825864,best
31,0.001645,0.999539,111.644002,best
32,0.004923,0.990309,111.691288,
33,0.002698,0.996308,111.605863,
34,0.002096,0.998269,111.267593,
35,0.003313,0.99377,111.015337,
36,0.003055,0.994232,110.918117,
37,0.003791,0.993078,111.75862,
38,0.001961,0.998385,111.160425,
39,0.00316,0.992155,111.128427,
40,0.002499,0.996308,111.030575,
41,0.001618,0.997923,111.04094,
42,0.002412,0.995616,111.045003,
43,0.00131,0.998731,112.870948,
44,0.002352,0.994232,111.344217,
45,0.002225,0.996424,111.966678,
46,0.001604,0.997923,113.345865,
47,0.001891,0.99677,112.014612,
48,0.002756,0.994347,112.29353,
49,0.002333,0.994808,111.864853,
50,0.001162,0.998846,111.369829,
51,0.000732,0.999423,111.583123,
52,0.002769,0.994462,111.02735,
53,0.001225,0.997923,110.574094,
54,0.001553,0.99677,110.718967,
55,0.002265,0.995962,110.90773,
56,0.001668,0.996308,111.527986,
57,0.00114,0.998385,111.259207,
58,0.001678,0.996539,111.547259,
59,0.001172,0.998269,111.340299,
60,0.002139,0.995962,111.277659,
61,0.001378,0.997462,111.116,
62,0.002287,0.994116,110.980231,
63,0.000973,0.998731,111.068244,
64,0.000524,0.999423,112.026656,
65,0.000991,0.997231,112.233027,
66,0.00187,0.996078,112.515712,
67,0.000641,0.999654,112.139168,best
68,0.001729,0.99527,112.193293,
69,0.001532,0.996078,112.092385,
70,0.001779,0.997116,113.0819,
71,0.000503,0.999192,112.029775,
72,0.000399,0.999539,113.618478,
73,0.001926,0.995155,112.336396,
74,0.0012,0.997462,111.395727,
75,0.000895,0.998385,111.342692,
76,0.001627,0.996654,111.440436,
77,0.001427,0.997,111.544418,
78,0.000424,0.999308,111.505929,
79,0.000274,0.999654,111.600868,best
80,0.000278,0.999539,111.383722,
81,0.002288,0.99377,111.368066,
82,0.001474,0.997,112.191698,
83,0.001486,0.996193,111.30932,
84,0.000625,0.998846,111.734619,
85,0.001472,0.996193,112.140291,
86,0.001393,0.996885,111.856921,
87,0.0006,0.999192,111.572784,
88,0.000311,0.999654,111.526546,
89,0.001726,0.995385,112.179177,
90,0.000696,0.998731,111.611757,
91,0.001336,0.996654,112.267054,
92,0.001384,0.99677,111.649374,
93,0.0008,0.9985,111.481099,
94,0.001203,0.997923,111.891533,
95,0.001139,0.997231,113.532161,
96,0.000551,0.999192,112.508956,
97,0.002015,0.994347,111.481709,
98,0.000498,0.999308,111.415787,
99,0.001465,0.996654,112.161524,
