confidence_threshold,precision,recall
0.470,0.940610,0.897168
0.475,0.941823,0.896402
0.480,0.942504,0.895126
0.485,0.942665,0.893595
0.490,0.943651,0.893085
0.495,0.944130,0.892575
0.500,0.945150,0.892575
0.505,0.945617,0.891809
0.510,0.946883,0.891554
0.515,0.947597,0.890533
0.520,0.948802,0.889002
0.525,0.949795,0.888237
0.530,0.951053,0.887471
0.535,0.951533,0.886706
0.540,0.953310,0.885685
0.545,0.953795,0.884920
0.550,0.955034,0.883389
0.555,0.955715,0.881092
0.560,0.955679,0.880327
0.565,0.955617,0.879051
0.570,0.956655,0.878540
0.575,0.958147,0.876244
0.580,0.958112,0.875478
0.585,0.958835,0.873692
0.590,0.960415,0.872927
0.595,0.961755,0.872672
0.600,0.962514,0.871396
0.605,0.963832,0.870375
0.610,0.964609,0.869354
0.615,0.965351,0.867313
0.620,0.966097,0.865272
0.625,0.966895,0.864506
0.630,0.967936,0.862720
0.635,0.967862,0.860679
0.640,0.968660,0.859658
0.645,0.969452,0.858382
0.650,0.969391,0.856596
0.655,0.969864,0.854044
0.660,0.970956,0.853024
0.665,0.972036,0.851493
0.670,0.972863,0.850727
0.675,0.973353,0.848176
0.680,0.973329,0.847410
0.685,0.973522,0.844348
0.690,0.974018,0.841796
0.695,0.975682,0.839500
0.700,0.975900,0.836948
0.705,0.975835,0.834652
0.710,0.976354,0.832355
0.715,0.976291,0.830059
0.720,0.976485,0.826486
0.725,0.976723,0.824445
0.730,0.978142,0.822149
0.735,0.978373,0.819597
0.740,0.979479,0.816024
0.745,0.980012,0.813218
0.750,0.980823,0.809135
0.755,0.981677,0.806583
0.760,0.981909,0.803266
0.765,0.982462,0.800459
0.770,0.982987,0.796121
0.775,0.983539,0.792804
0.780,0.983789,0.789742
0.785,0.983685,0.784639
0.790,0.984526,0.779280
0.795,0.984795,0.776729
0.800,0.985668,0.772136
0.805,0.985588,0.767798
0.810,0.986478,0.763205
0.815,0.987035,0.757591
0.820,0.987287,0.752998
0.825,0.987538,0.748150
0.830,0.987402,0.739985
0.835,0.988292,0.732330
0.840,0.988897,0.727226
0.845,0.989138,0.720337
0.850,0.989019,0.712427
0.855,0.989251,0.704516
0.860,0.989481,0.696096
0.865,0.989311,0.684869
0.870,0.989505,0.673641
0.875,0.989341,0.663179
0.880,0.989527,0.650931
0.885,0.989213,0.631794
0.890,0.989357,0.616739
0.895,0.989805,0.594539
0.900,0.991174,0.573105
0.905,0.990838,0.551927
0.910,0.990458,0.529727
0.915,0.990533,0.507272
0.920,0.990089,0.484307
0.925,0.989509,0.457260
0.930,0.990018,0.430212
0.935,0.989931,0.401378
0.940,0.991120,0.370248
0.945,0.993368,0.343965
0.950,0.993437,0.309007
0.955,0.992681,0.276856
0.960,0.991828,0.247767
0.965,0.992999,0.217147
0.970,0.991914,0.187803
0.975,0.990769,0.164328
0.980,0.989343,0.142128
0.985,0.989648,0.121970
0.990,0.987775,0.103088
0.995,0.988858,0.090584
1.000,0.986532,0.074764
