confidence_threshold,precision,recall
0.000,0.006333,0.922174
0.005,0.485342,0.920898
0.010,0.707907,0.918347
0.015,0.775572,0.917071
0.020,0.806749,0.915029
0.025,0.825836,0.913498
0.030,0.844408,0.911202
0.035,0.858071,0.910181
0.040,0.867089,0.908905
0.045,0.875307,0.908140
0.050,0.881289,0.907374
0.055,0.886613,0.905843
0.060,0.890088,0.905078
0.065,0.894976,0.904567
0.070,0.898731,0.903547
0.075,0.901886,0.903036
0.080,0.904506,0.901505
0.085,0.906780,0.900995
0.090,0.909701,0.899719
0.095,0.911772,0.899209
0.100,0.914977,0.897933
0.105,0.916275,0.896402
0.110,0.918127,0.895637
0.115,0.919790,0.895381
0.120,0.920977,0.895126
0.125,0.922409,0.894871
0.130,0.923117,0.894616
0.135,0.923320,0.894106
0.140,0.923787,0.893850
0.145,0.924011,0.893595
0.150,0.924459,0.893085
0.155,0.925132,0.892319
0.160,0.926752,0.891044
0.165,0.928628,0.889768
0.170,0.929333,0.889257
0.175,0.930003,0.888237
0.180,0.930481,0.887982
0.185,0.932208,0.887726
0.190,0.932940,0.887471
0.195,0.933154,0.886961
0.200,0.933889,0.886706
0.205,0.934391,0.886706
0.210,0.934859,0.886195
0.215,0.935580,0.885685
0.220,0.935814,0.885430
0.225,0.936319,0.885430
0.230,0.937787,0.884664
0.235,0.938262,0.884154
0.240,0.938753,0.883899
0.245,0.939230,0.883389
0.250,0.939468,0.883133
0.255,0.939690,0.882623
0.260,0.940408,0.881858
0.265,0.941433,0.881858
0.270,0.942444,0.881602
0.275,0.942428,0.881347
0.280,0.942654,0.880837
0.285,0.942623,0.880327
0.290,0.942592,0.879816
0.295,0.942802,0.879051
0.300,0.944079,0.878796
0.305,0.944018,0.877775
0.310,0.944505,0.877265
0.315,0.944505,0.877265
0.320,0.944750,0.877009
0.325,0.946035,0.876754
0.330,0.946281,0.876499
0.335,0.946542,0.876499
0.340,0.946527,0.876244
0.345,0.947034,0.875989
0.350,0.947499,0.874968
0.355,0.947761,0.874968
0.360,0.948271,0.874713
0.365,0.949045,0.874458
0.370,0.949834,0.874458
0.375,0.950319,0.873692
0.380,0.950528,0.872672
0.385,0.951057,0.872672
0.390,0.951586,0.872672
0.395,0.951559,0.872161
0.400,0.951811,0.871906
0.405,0.952076,0.871906
0.410,0.952328,0.871651
0.415,0.952315,0.871396
0.420,0.953099,0.871141
0.425,0.953885,0.870885
0.430,0.953859,0.870375
0.435,0.954380,0.870120
0.440,0.955170,0.869865
0.445,0.955425,0.869610
0.450,0.955948,0.869354
0.455,0.956192,0.868844
0.460,0.956412,0.867823
0.465,0.956399,0.867568
0.470,0.956669,0.867568
0.475,0.956901,0.866803
0.480,0.957147,0.866292
0.485,0.957111,0.865527
0.490,0.957062,0.864506
0.495,0.957038,0.863996
0.500,0.957001,0.863230
0.505,0.958086,0.863230
0.510,0.958333,0.862720
0.515,0.958593,0.862465
0.520,0.958842,0.861955
0.525,0.958819,0.861444
0.530,0.958795,0.860934
0.535,0.958783,0.860679
0.540,0.959021,0.859913
0.545,0.959271,0.859403
0.550,0.960023,0.857872
0.555,0.960000,0.857362
0.560,0.960229,0.856341
0.565,0.960492,0.856086
0.570,0.960481,0.855831
0.575,0.961009,0.855320
0.580,0.961251,0.854555
0.585,0.961472,0.853279
0.590,0.962568,0.853024
0.595,0.962824,0.852513
0.600,0.962771,0.851238
0.605,0.962749,0.850727
0.610,0.963006,0.850217
0.615,0.963563,0.850217
0.620,0.964100,0.849707
0.625,0.964068,0.848941
0.630,0.965116,0.847155
0.635,0.965909,0.845879
0.640,0.966744,0.845624
0.645,0.967007,0.845114
0.650,0.967525,0.843838
0.655,0.968063,0.843072
0.660,0.967979,0.840776
0.665,0.967922,0.839245
0.670,0.968474,0.838734
0.675,0.968418,0.837203
0.680,0.968676,0.836438
0.685,0.969203,0.835162
0.690,0.969724,0.833631
0.695,0.969985,0.832866
0.700,0.969940,0.831590
0.705,0.970185,0.830314
0.710,0.970720,0.829038
0.715,0.970685,0.828017
0.720,0.971223,0.826742
0.725,0.972064,0.825721
0.730,0.972574,0.823424
0.735,0.973112,0.821893
0.740,0.974219,0.819597
