confidence_threshold,precision,recall
0.745,0.975676,0.818831
0.750,0.976220,0.817045
0.755,0.976467,0.815259
0.760,0.977029,0.813983
0.765,0.977894,0.812707
0.770,0.977860,0.811431
0.775,0.978402,0.809135
0.780,0.978315,0.805818
0.785,0.978234,0.802756
0.790,0.979375,0.799694
0.795,0.979579,0.795611
0.800,0.980120,0.792549
0.805,0.980964,0.788977
0.810,0.980861,0.784639
0.815,0.981072,0.780301
0.820,0.981637,0.777494
0.825,0.982149,0.772136
0.830,0.982020,0.766522
0.835,0.982508,0.759633
0.840,0.983678,0.753509
0.845,0.984207,0.747385
0.850,0.984730,0.740495
0.855,0.984921,0.733350
0.860,0.985002,0.720592
0.865,0.985512,0.711661
0.870,0.985320,0.702220
0.875,0.985818,0.691758
0.880,0.985905,0.678234
0.885,0.985639,0.665476
0.890,0.986143,0.653738
0.895,0.987397,0.639704
0.900,0.987013,0.620566
0.905,0.988674,0.601429
0.910,0.988276,0.580760
0.915,0.989607,0.558816
0.920,0.989583,0.533299
0.925,0.991018,0.506762
0.930,0.990620,0.485073
0.935,0.989967,0.453177
0.940,0.990516,0.426384
0.945,0.989763,0.394744
0.950,0.990223,0.361827
0.955,0.990046,0.329931
0.960,0.989039,0.299311
0.965,0.988669,0.267160
0.970,0.991379,0.234754
0.975,0.995152,0.209492
0.980,0.997264,0.186017
0.985,0.996870,0.162541
0.990,0.996337,0.138811
0.995,0.995754,0.119673
1.000,0.994872,0.099005
