confidence_threshold,precision,recall
0.775,0.981382,0.793570
0.780,0.982501,0.787956
0.785,0.982703,0.782853
0.790,0.982553,0.775963
0.795,0.984018,0.769839
0.800,0.984504,0.761929
0.805,0.984667,0.753764
0.810,0.985170,0.745854
0.815,0.986064,0.740240
0.820,0.986933,0.732330
0.825,0.987090,0.721868
0.830,0.986917,0.712171
0.835,0.987451,0.702730
0.840,0.987952,0.690482
0.845,0.987687,0.675427
0.850,0.987462,0.663179
0.855,0.989075,0.646849
0.860,0.989988,0.630773
0.865,0.990920,0.612656
0.870,0.991033,0.592243
0.875,0.990667,0.568768
0.880,0.990749,0.546568
0.885,0.991279,0.522072
0.890,0.990779,0.493493
0.895,0.990821,0.468232
0.900,0.992005,0.443225
0.905,0.991321,0.408012
0.910,0.990534,0.373820
0.915,0.990211,0.335545
0.920,0.990148,0.307732
0.925,0.990834,0.275836
0.930,0.989594,0.242664
0.935,0.989157,0.209492
0.940,0.987360,0.179382
0.945,0.988115,0.148507
0.950,0.987976,0.125797
0.955,0.987715,0.102577
0.960,0.990625,0.080888
0.965,0.988235,0.064302
0.970,0.984375,0.048227
0.975,0.986486,0.037254
0.980,0.981308,0.026793
0.985,0.986486,0.018627
0.990,1.000000,0.012758
0.995,1.000000,0.008676
1.000,1.000000,0.004593
