confidence_threshold,precision,recall
0.565,0.942764,0.882623
0.570,0.943520,0.882368
0.575,0.944262,0.881858
0.580,0.945265,0.881347
0.585,0.945753,0.880837
0.590,0.945953,0.879816
0.595,0.946183,0.879306
0.600,0.946934,0.878796
0.605,0.947180,0.878540
0.610,0.947702,0.878540
0.615,0.948209,0.878285
0.620,0.948704,0.877775
0.625,0.948690,0.877520
0.630,0.948923,0.877009
0.635,0.949406,0.876244
0.640,0.949668,0.876244
0.645,0.949598,0.874968
0.650,0.950361,0.874458
0.655,0.950597,0.873947
0.660,0.950765,0.872161
0.665,0.950738,0.871651
0.670,0.950948,0.870630
0.675,0.951451,0.870120
0.680,0.951649,0.868844
0.685,0.952434,0.868589
0.690,0.952434,0.868589
0.695,0.952674,0.868079
0.700,0.953423,0.867058
0.705,0.953639,0.866037
0.710,0.953894,0.865782
0.715,0.954686,0.865527
0.720,0.955480,0.865272
0.725,0.955970,0.864251
0.730,0.956165,0.862720
0.735,0.956386,0.861699
0.740,0.957114,0.859913
0.745,0.957338,0.858893
0.750,0.957835,0.857872
0.755,0.958583,0.856341
0.760,0.959645,0.855575
0.765,0.959839,0.853789
0.770,0.960046,0.852258
0.775,0.959988,0.850982
0.780,0.961061,0.850217
0.785,0.962106,0.848686
0.790,0.962866,0.846900
0.795,0.963642,0.845369
0.800,0.964098,0.842817
0.805,0.964348,0.842052
0.810,0.965133,0.840521
0.815,0.966706,0.837203
0.820,0.966923,0.835417
0.825,0.967675,0.832610
0.830,0.967588,0.830314
0.835,0.967511,0.828273
0.840,0.968516,0.824190
0.845,0.968373,0.820362
0.850,0.968845,0.817300
0.855,0.969310,0.813983
0.860,0.969113,0.808625
0.865,0.969520,0.803521
0.870,0.970251,0.798928
0.875,0.971571,0.793570
0.880,0.972213,0.785660
0.885,0.972629,0.779791
0.890,0.972721,0.773412
0.895,0.973428,0.766522
0.900,0.974081,0.757591
0.905,0.975432,0.749681
0.910,0.975725,0.738454
0.915,0.977031,0.727226
0.920,0.976899,0.712171
0.925,0.976395,0.696606
0.930,0.978669,0.679000
0.935,0.981453,0.661648
0.940,0.982442,0.642511
0.945,0.983713,0.616484
0.950,0.983871,0.591477
0.955,0.983081,0.563409
0.960,0.984934,0.533810
0.965,0.985007,0.502934
0.970,0.986052,0.468997
0.975,0.985397,0.430467
0.980,0.985434,0.397040
0.985,0.986130,0.362848
0.990,0.985271,0.324317
0.995,0.986123,0.290125
1.000,0.986341,0.257974
