confidence_threshold,precision,recall
0.000,0.016249,0.929574
0.005,0.520074,0.928808
0.010,0.648412,0.927533
0.015,0.711595,0.925491
0.020,0.749690,0.924726
0.025,0.775729,0.923195
0.030,0.793543,0.921919
0.035,0.806120,0.920898
0.040,0.816988,0.920388
0.045,0.824565,0.919878
0.050,0.831064,0.918857
0.055,0.838184,0.918602
0.060,0.843376,0.917836
0.065,0.848678,0.917326
0.070,0.854087,0.917071
0.075,0.857518,0.916816
0.080,0.860292,0.916050
0.085,0.862948,0.915795
0.090,0.865589,0.915285
0.095,0.869123,0.915029
0.100,0.870357,0.914774
0.105,0.873051,0.914264
0.110,0.875153,0.914009
0.115,0.877451,0.913498
0.120,0.879056,0.912478
0.125,0.880296,0.911967
0.130,0.882222,0.911712
0.135,0.884787,0.911202
0.140,0.886104,0.911202
0.145,0.887177,0.910947
0.150,0.889360,0.910692
0.155,0.890469,0.910692
0.160,0.891777,0.910436
0.165,0.894631,0.909926
0.170,0.897307,0.909671
0.175,0.897533,0.909671
0.180,0.898814,0.908905
0.185,0.899697,0.908650
0.190,0.900126,0.908395
0.195,0.901266,0.908395
0.200,0.902612,0.908140
0.205,0.903455,0.907374
0.210,0.904604,0.907374
0.215,0.905223,0.906609
0.220,0.905660,0.906354
0.225,0.907161,0.905078
0.230,0.908299,0.904823
0.235,0.909884,0.904312
0.240,0.911054,0.904312
0.245,0.911992,0.904312
0.250,0.912416,0.903802
0.255,0.912651,0.903802
0.260,0.913998,0.903036
0.265,0.914212,0.902781
0.270,0.914877,0.902271
0.275,0.916256,0.901761
0.280,0.916256,0.901761
0.285,0.916710,0.901505
0.290,0.916688,0.901250
0.295,0.916905,0.900995
0.300,0.917338,0.900485
0.305,0.918033,0.900230
0.310,0.918208,0.899464
0.315,0.919123,0.898954
0.320,0.919582,0.898699
0.325,0.920021,0.898188
0.330,0.920743,0.898188
0.335,0.920984,0.898188
0.340,0.921887,0.897423
0.345,0.922330,0.896912
0.350,0.922552,0.896657
0.355,0.923502,0.896402
0.360,0.923704,0.895892
0.365,0.923947,0.895892
0.370,0.924151,0.895381
0.375,0.924618,0.895126
0.380,0.925026,0.894106
0.385,0.925271,0.894106
0.390,0.925476,0.893595
0.395,0.925701,0.893340
0.400,0.926151,0.892830
0.405,0.926829,0.892064
0.410,0.927813,0.892064
0.415,0.928552,0.892064
0.420,0.929027,0.891809
0.425,0.929997,0.891554
0.430,0.930952,0.891044
0.435,0.931182,0.890788
0.440,0.931412,0.890533
0.445,0.931660,0.890533
0.450,0.932104,0.889768
0.455,0.932299,0.889002
0.460,0.932281,0.888747
0.465,0.932780,0.888747
0.470,0.933512,0.888492
0.475,0.934013,0.888492
0.480,0.934263,0.888492
0.485,0.934263,0.888492
0.490,0.934228,0.887982
0.495,0.934730,0.887982
0.500,0.934981,0.887982
0.505,0.935701,0.887471
0.510,0.936440,0.887216
0.515,0.937922,0.886706
0.520,0.938649,0.886195
0.525,0.939378,0.885685
0.530,0.939870,0.885430
0.535,0.940108,0.885175
0.540,0.940857,0.884920
0.545,0.941368,0.884920
0.550,0.941816,0.883899
0.555,0.942554,0.883389
0.560,0.942522,0.882878
