confidence_threshold,precision,recall
0.0,0.9492089925062448,0.8726715998979332
0.5502247,0.9492089925062448,0.8726715998979332
0.551298,0.9494725152692949,0.8726715998979332
0.55141056,0.9494584837545126,0.87241643276346
0.55249405,0.9494444444444444,0.872161265628987
0.55305773,0.9494303973325924,0.871906098494514
0.5534586,0.9496942745969983,0.871906098494514
0.5547545,0.9499582985821518,0.871906098494514
0.55480367,0.9502224694104561,0.871906098494514
0.55724335,0.9502086230876217,0.8716509313600408
0.5579045,0.9501947690595437,0.8713957642255677
0.55813646,0.9504592262733093,0.8713957642255677
0.5583613,0.9507238307349666,0.8713957642255677
0.5594966,0.9509885825675299,0.8713957642255677
0.55953264,0.950974930362117,0.8711405970910947
0.5598464,0.9509612705488995,0.8708854299566215
0.5607127,0.9509476031215162,0.8706302628221485
0.5607307,0.9509339280735991,0.8703750956876755
0.56204915,0.950920245398773,0.8701199285532023
0.5630359,0.9509065550906555,0.8698647614187293
0.56333184,0.9508928571428571,0.8696095942842562
0.5638878,0.9508791515489813,0.8693544271497831
0.56405604,0.9508654383026243,0.86909926001531
0.5655896,0.9511309690030718,0.86909926001531
0.56581795,0.9511173184357542,0.868844092880837
0.5664325,0.9513830678960603,0.868844092880837
0.5667531,0.951369480156512,0.8685889257463638
0.56706583,0.9513558848196813,0.8683337586118908
0.56707025,0.9513422818791947,0.8680785914774177
0.5671719,0.9513286713286714,0.8678234243429447
0.56728876,0.9513150531617236,0.8675682572084715
0.5673496,0.9513014273719563,0.8673130900739985
0.5676238,0.9515677491601344,0.8673130900739985
0.5688505,0.9515541865023803,0.8670579229395254
0.5701072,0.9518207282913165,0.8670579229395254
0.57014704,0.9518072289156626,0.8668027558050523
0.57088745,0.9517937219730942,0.8665475886705792
0.571013,0.9520605550883096,0.8665475886705792
0.57133,0.9520471116096466,0.8662924215361062
0.57221144,0.9520336605890604,0.866037254401633
0.57246387,0.952020202020202,0.86578208726716
0.572862,0.9520067358967162,0.865526920132687
0.57288384,0.9522740033688939,0.865526920132687
0.57335776,0.9522606009547879,0.8652717529982138
0.57363987,0.9525280898876405,0.8652717529982138
0.57375586,0.9527957291373982,0.8652717529982138
0.5738313,0.9527824620573356,0.8650165858637408
0.5743185,0.952769187517571,0.8647614187292677
0.5746636,0.952755905511811,0.8645062515947946
0.57538885,0.9527426160337553,0.8642510844603215
0.5763382,0.9530106921778277,0.8642510844603215
0.5767038,0.9532789192231916,0.8642510844603215
0.5786042,0.9535472972972973,0.8642510844603215
0.57867086,0.9535342157138834,0.8639959173258485
0.57906866,0.9538028169014084,0.8639959173258485
0.5794968,0.9537897999436461,0.8637407501913753
0.5811209,0.9540586245772266,0.8637407501913753
0.5813408,0.9540456723992106,0.8634855830569023
0.581676,0.9540327129159617,0.8632304159224292
0.5818575,0.9540197461212976,0.8629752487879561
0.5820102,0.9540067720090294,0.862720081653483
0.58453375,0.9542760372565622,0.862720081653483
0.5846853,0.9542631281761716,0.86246491451901
0.586408,0.954250211804575,0.8622097473845368
0.5867965,0.9542372881355933,0.8619545802500638
0.58771676,0.9542243571630404,0.8616994131155907
0.5886028,0.9544940644431883,0.8616994131155907
0.58861065,0.9547639242295731,0.8616994131155907
0.5887066,0.9547511312217195,0.8614442459811177
0.5891123,0.955021216407355,0.8614442459811177
0.5895963,0.9550084889643463,0.8611890788466445
0.5926992,0.9552787998867818,0.8611890788466445
0.59390014,0.9552661381653454,0.8609339117121715
0.5946133,0.9555366751628434,0.8609339117121715
0.59466356,0.9555240793201133,0.8606787445776984
0.59476596,0.9555114763389062,0.8604235774432253
0.59548473,0.95578231292517,0.8604235774432253
0.59611714,0.9560533030904451,0.8604235774432253
0.59652925,0.9563244469653999,0.8604235774432253
0.59662575,0.9565957446808511,0.8604235774432253
0.59723926,0.9568671963677639,0.8604235774432253
0.5973588,0.9568549531649163,0.8601684103087522
0.59740627,0.9568427030096536,0.8599132431742792
0.60003155,0.9571144561204203,0.8599132431742792
0.6001842,0.9573863636363636,0.8599132431742792
0.6004908,0.9576584256891162,0.8599132431742792
0.6019168,0.957646389994315,0.859658076039806
0.60358995,0.9576343474552175,0.859402908905333
0.6035919,0.9579067121729238,0.859402908905333
0.6037616,0.9581792318634423,0.859402908905333
0.6043778,0.958451906659078,0.859402908905333
0.6059338,0.9587247366922858,0.859402908905333
0.6095805,0.9587129840546698,0.85914774177086
