group,arm,threshold,precision,recall,f1,precision_lo,precision_hi,recall_lo,recall_hi,tp,fp,fn,ignored,dets_per_pano,n_panos
budapest_district5,single,0.44,0.7962962962962963,0.5733333333333334,0.6666666666666667,0.7376275401231382,0.844609852617817,0.5167848970036207,0.6280273999300449,172,44,128,16,1.856,125
budapest_district5,single,0.45,0.8,0.5733333333333334,0.6679611650485436,0.7414757348710433,0.8479917155588567,0.5167848970036207,0.6280273999300449,172,43,128,16,1.848,125
budapest_district5,single,0.46,0.8037383177570093,0.5733333333333334,0.6692607003891051,0.7453681468788736,0.8513957402758295,0.5167848970036207,0.6280273999300449,172,42,128,16,1.84,125
budapest_district5,single,0.47,0.8018867924528302,0.5666666666666667,0.6640625,0.7430686712455133,0.8499588081653139,0.5100978801359048,0.6215496625310637,170,42,130,16,1.824,125
budapest_district5,single,0.48,0.8226600985221675,0.5566666666666666,0.6640159045725647,0.7642700472436738,0.86906483316723,0.5000863411296723,0.611814070137251,167,36,133,16,1.752,125
budapest_district5,single,0.49,0.8241206030150754,0.5466666666666666,0.657314629258517,0.7652298773792114,0.8707343429779539,0.49009743799114724,0.6020558418757308,164,35,136,16,1.72,125
budapest_district5,single,0.5,0.8358974358974359,0.5433333333333333,0.6585858585858586,0.7775207381981005,0.8812951232715317,0.48677280884564667,0.598798093887883,163,32,137,16,1.688,125
budapest_district5,single,0.55,0.8742857142857143,0.51,0.6442105263157895,0.8169959028534222,0.9154958663993693,0.45366316504261445,0.5660839663574307,153,22,147,14,1.512,125
budapest_district5,single,0.6,0.9148936170212766,0.43,0.5850340136054422,0.8571322383922675,0.9506467422320835,0.3752101984887211,0.4865598817109618,129,12,171,12,1.224,125
budapest_district5,single,0.65,0.9256198347107438,0.37333333333333335,0.5320665083135393,0.8646677320152302,0.9603777656393978,0.32052375567605285,0.4293459132567069,112,9,188,9,1.04,125
budapest_district5,single,0.7,0.9207920792079208,0.31,0.4638403990024938,0.8514273653380986,0.9593195137633268,0.260342665745168,0.3644618376539715,93,8,207,5,0.848,125
budapest_district5,single,0.75,0.9066666666666666,0.22666666666666666,0.36266666666666664,0.819651161993122,0.9540520606710551,0.18291876819709538,0.2773263068683335,68,7,232,4,0.632,125
budapest_district5,single,0.8,0.9215686274509803,0.15666666666666668,0.2678062678062679,0.8149980177513917,0.9690783038730685,0.11990622028482688,0.20210893498028493,47,4,253,3,0.432,125
budapest_district5,single,0.85,1.0,0.08,0.14814814814814814,0.8620194241710247,1.0,0.05434646978454494,0.11627401141355304,24,0,276,2,0.208,125
budapest_district5,single,0.9,1.0,0.03,0.058252427184466014,0.7008472464490407,1.0,0.015861673205964575,0.05602315099190695,9,0,291,1,0.08,125
budapest_district5,tta,0.05,0.3651050080775444,0.7533333333333333,0.4918389553862895,0.3281160897773274,0.40375795331805986,0.7015536959202178,0.7987069662142627,226,393,74,29,5.184,125
budapest_district5,tta,0.1,0.4554865424430642,0.7333333333333333,0.5619412515964239,0.41159749810103385,0.5000780859082208,0.6805715919237879,0.7801948074106021,220,263,80,25,4.064,125
budapest_district5,tta,0.15,0.524390243902439,0.7166666666666667,0.6056338028169014,0.47604706247637246,0.5722806068541154,0.6631845423956875,0.7646699712719605,215,195,85,23,3.464,125
budapest_district5,tta,0.2,0.5769230769230769,0.7,0.6325301204819277,0.5256246202236734,0.6266148219710104,0.6458814453011743,0.7490611826997313,210,154,90,23,3.096,125
budapest_district5,tta,0.21,0.5920679886685553,0.6966666666666667,0.6401225114854517,0.540075666189272,0.6420779840577844,0.6424305301606226,0.7459297207069346,209,144,91,23,3.008,125
budapest_district5,tta,0.22,0.591304347826087,0.68,0.6325581395348838,0.5387012092596335,0.6418965176169775,0.6252228520235207,0.7302255131772947,204,141,96,23,2.944,125
budapest_district5,tta,0.23,0.6017699115044248,0.68,0.6384976525821596,0.548797710904203,0.6524614128427402,0.6252228520235207,0.7302255131772947,204,135,96,23,2.896,125
budapest_district5,tta,0.24,0.6029850746268657,0.6733333333333333,0.6362204724409449,0.5497072011919462,0.6539277716095044,0.6183611701576165,0.7239224407765018,202,133,98,22,2.856,125
budapest_district5,tta,0.25,0.6097560975609756,0.6666666666666666,0.6369426751592356,0.555984923962527,0.6609860646055128,0.6115114164576771,0.7176074402097443,200,128,100,22,2.8,125
budapest_district5,tta,0.26,0.6172839506172839,0.6666666666666666,0.641025641025641,0.5632772583678258,0.6685420104497983,0.6115114164576771,0.7176074402097443,200,124,100,22,2.768,125
budapest_district5,tta,0.27,0.6289308176100629,0.6666666666666666,0.6472491909385113,0.574590099012044,0.6801936206811217,0.6115114164576771,0.7176074402097443,200,118,100,22,2.72,125
budapest_district5,tta,0.28,0.6357827476038339,0.6633333333333333,0.6492659053833605,0.5811238242671016,0.6871490287925978,0.6080909561297259,0.7144455234043472,199,114,101,21,2.672,125
budapest_district5,tta,0.29,0.6459016393442623,0.6566666666666666,0.6512396694214875,0.5907183583951099,0.6974552555221862,0.60125876165596,0.708112963611416,197,108,103,21,2.608,125
