confidence_threshold,precision,recall
0.000,0.007153,0.942843
0.005,0.256099,0.942843
0.010,0.453753,0.942587
0.015,0.539124,0.942332
0.020,0.593856,0.942077
0.025,0.632734,0.942077
0.030,0.663311,0.941567
0.035,0.685619,0.941567
0.040,0.703202,0.941312
0.045,0.718488,0.941056
0.050,0.731838,0.940801
0.055,0.742449,0.940801
0.060,0.752963,0.940291
0.065,0.760215,0.940036
0.070,0.766924,0.939525
0.075,0.772947,0.939015
0.080,0.778083,0.938505
0.085,0.784510,0.938250
0.090,0.791604,0.938250
0.095,0.798869,0.937484
0.100,0.805878,0.937484
0.105,0.811492,0.936974
0.110,0.817108,0.935953
0.115,0.822013,0.935698
0.120,0.827392,0.935698
0.125,0.832463,0.935698
0.130,0.835080,0.935443
0.135,0.837677,0.934932
0.140,0.840946,0.934932
0.145,0.844045,0.934932
0.150,0.846741,0.934677
0.155,0.848078,0.934422
0.160,0.851000,0.934167
0.165,0.852516,0.933657
0.170,0.853676,0.933401
0.175,0.856474,0.933401
0.180,0.858015,0.932891
0.185,0.859595,0.932636
0.190,0.860915,0.931870
0.195,0.862713,0.931615
0.200,0.864110,0.931360
0.205,0.866303,0.930850
0.210,0.866683,0.930595
0.215,0.868684,0.930084
0.220,0.870313,0.929829
0.225,0.871948,0.929574
0.230,0.873412,0.929574
0.235,0.875240,0.929064
0.240,0.877349,0.929064
0.245,0.879169,0.928298
0.250,0.879748,0.927788
0.255,0.882196,0.926767
0.260,0.884316,0.926512
0.265,0.885610,0.926512
0.270,0.887531,0.926257
0.275,0.888345,0.925746
0.280,0.889789,0.924981
0.285,0.891267,0.924471
0.290,0.892778,0.924215
0.295,0.894269,0.923705
0.300,0.895596,0.923705
0.305,0.896928,0.923705
0.310,0.897595,0.923705
0.315,0.899602,0.923705
0.320,0.900921,0.923450
0.325,0.901795,0.923195
0.330,0.903347,0.922940
0.335,0.904583,0.921664
0.340,0.906328,0.920898
0.345,0.908084,0.920133
0.350,0.910146,0.920133
0.355,0.911296,0.920133
0.360,0.911713,0.919622
0.365,0.912383,0.919367
0.370,0.913496,0.918857
0.375,0.915013,0.917581
0.380,0.915669,0.917071
0.385,0.916071,0.916305
0.390,0.917455,0.916050
0.395,0.918331,0.915285
0.400,0.919467,0.914774
0.405,0.920154,0.914519
0.410,0.921100,0.914519
0.415,0.921553,0.914264
0.420,0.921710,0.913243
0.425,0.923573,0.912733
0.430,0.924689,0.911712
0.435,0.925331,0.910692
0.440,0.926234,0.909926
0.445,0.926658,0.909161
0.450,0.927529,0.907885
0.455,0.927752,0.907629
0.460,0.928403,0.906609
0.465,0.929338,0.906098
0.470,0.929769,0.905333
0.475,0.931216,0.905078
0.480,0.932177,0.904823
0.485,0.932351,0.903802
0.490,0.933316,0.903547
0.495,0.934266,0.903036
0.500,0.935219,0.902526
0.505,0.936210,0.902526
0.510,0.937898,0.901761
0.515,0.938147,0.901761
0.520,0.939346,0.900995
0.525,0.940330,0.900740
0.530,0.940753,0.899464
0.535,0.940721,0.898954
0.540,0.941145,0.897678
0.545,0.941098,0.896912
0.550,0.941807,0.896147
0.555,0.942680,0.893850
0.560,0.942888,0.893085
0.565,0.943065,0.891809
0.570,0.943468,0.890023
0.575,0.945198,0.889002
0.580,0.945682,0.888492
0.585,0.947655,0.886961
0.590,0.949125,0.885430
0.595,0.950123,0.884664
0.600,0.951622,0.883389
0.605,0.953155,0.882623
0.610,0.953617,0.881347
0.615,0.954093,0.880327
0.620,0.955012,0.877520
0.625,0.955531,0.877265
0.630,0.956546,0.876244
0.635,0.957031,0.875223
0.640,0.958054,0.874203
0.645,0.958263,0.872927
0.650,0.959843,0.872161
0.655,0.960326,0.870885
0.660,0.961094,0.869865
0.665,0.962125,0.868589
0.670,0.963173,0.867568
0.675,0.963920,0.865782
0.680,0.964428,0.864761
0.685,0.964907,0.862975
0.690,0.965369,0.860679
0.695,0.966695,0.859148
0.700,0.967454,0.857106
0.705,0.967938,0.855065
0.710,0.969293,0.853789
0.715,0.969213,0.851493
0.720,0.969706,0.849451
0.725,0.969909,0.847155
0.730,0.971269,0.845369
0.735,0.971512,0.844093
0.740,0.972018,0.842052
