confidence_threshold,precision,recall
0.745,0.972821,0.840265
0.750,0.973567,0.836438
0.755,0.974367,0.834141
0.760,0.974290,0.831590
0.765,0.975375,0.828783
0.770,0.975853,0.824955
0.775,0.976328,0.820873
0.780,0.976227,0.817300
0.785,0.976673,0.811942
0.790,0.977791,0.808880
0.795,0.978281,0.804542
0.800,0.979062,0.799439
0.805,0.979284,0.796121
0.810,0.980702,0.791018
0.815,0.981517,0.785915
0.820,0.981725,0.781322
0.825,0.982558,0.776218
0.830,0.982775,0.771625
0.835,0.983246,0.763715
0.840,0.983422,0.756826
0.845,0.983941,0.750447
0.850,0.984813,0.744578
0.855,0.985666,0.736923
0.860,0.986164,0.727482
0.865,0.986349,0.719061
0.870,0.987207,0.708854
0.875,0.987419,0.700944
0.880,0.987618,0.692013
0.885,0.987384,0.679000
0.890,0.987943,0.669048
0.895,0.988017,0.652207
0.900,0.989256,0.634345
0.905,0.989340,0.615718
0.910,0.989447,0.598112
0.915,0.989140,0.581016
0.920,0.990081,0.560347
0.925,0.989618,0.535085
0.930,0.989614,0.510589
0.935,0.989490,0.480480
0.940,0.989831,0.447053
0.945,0.990442,0.423067
0.950,0.990279,0.389895
0.955,0.989339,0.355193
0.960,0.988959,0.319980
0.965,0.990325,0.287318
0.970,0.988878,0.249553
0.975,0.987500,0.221740
0.980,0.988079,0.190355
0.985,0.987749,0.164583
0.990,0.985714,0.140852
0.995,0.985567,0.121970
1.000,0.985185,0.101812
