confidence_threshold,precision,recall
0.615,0.959155,0.856851
0.620,0.960745,0.855575
0.625,0.961196,0.853279
0.630,0.961671,0.851493
0.635,0.962139,0.849451
0.640,0.962641,0.848176
0.645,0.962866,0.846900
0.650,0.963415,0.846645
0.655,0.963901,0.844858
0.660,0.964150,0.844093
0.665,0.965749,0.841796
0.670,0.965942,0.839500
0.675,0.967856,0.837459
0.680,0.968676,0.836438
0.685,0.969158,0.833886
0.690,0.969688,0.832610
0.695,0.969940,0.831590
0.700,0.971019,0.829293
0.705,0.972406,0.827252
0.710,0.973201,0.824700
0.715,0.974010,0.822404
0.720,0.975121,0.820107
0.725,0.976212,0.816790
0.730,0.976402,0.812962
0.735,0.976264,0.808114
0.740,0.976773,0.804797
0.745,0.977033,0.803266
0.750,0.977237,0.799694
0.755,0.977806,0.798163
0.760,0.978295,0.793570
0.765,0.979785,0.791528
0.770,0.980274,0.786170
0.775,0.980492,0.782342
0.780,0.980398,0.778515
0.785,0.980869,0.771881
0.790,0.981397,0.767288
0.795,0.981275,0.762184
0.800,0.981494,0.757846
0.805,0.982006,0.751978
0.810,0.982203,0.746364
0.815,0.983034,0.739219
0.820,0.983219,0.732585
0.825,0.983776,0.727226
0.830,0.985012,0.721102
0.835,0.985211,0.713958
0.840,0.986170,0.709620
0.845,0.986326,0.699413
0.850,0.986866,0.690227
0.855,0.987042,0.680276
0.860,0.987208,0.669559
0.865,0.988118,0.657821
0.870,0.987947,0.648380
0.875,0.988105,0.635876
0.880,0.989060,0.622863
0.885,0.988838,0.610360
0.890,0.989443,0.597857
0.895,0.989633,0.584588
0.900,0.989681,0.562899
0.905,0.989763,0.542740
0.910,0.989320,0.520031
0.915,0.988861,0.498341
0.920,0.989011,0.482266
0.925,0.990132,0.460832
0.930,0.989601,0.437101
0.935,0.989493,0.408523
0.940,0.988598,0.376116
0.945,0.987779,0.350600
0.950,0.986791,0.324062
0.955,0.987179,0.294718
0.960,0.987678,0.265884
0.965,0.988004,0.231181
0.970,0.987547,0.202348
0.975,0.987050,0.175045
0.980,0.988275,0.150549
0.985,0.988372,0.130135
0.990,0.986395,0.110998
0.995,0.986631,0.094157
1.000,0.986799,0.076295
